verse,ar,en,timestamps
50:19,وَجَاءَتْ سَكْرَةُ الْمَوْتِ بِالْحَقِّ,And the intoxication of death will bring the truth;,1:35.177
,ذَلِكَ مَا كُنتَ مِنْهُ تَحِيدُ,that is what you were trying to avoid.,1:41.893
50:20,وَنُفِخَ فِى الصُّورِ,And the Horn will be blown.,1:47.903
,وَنُفِخَ فِى الصُّورِ,And the Horn will be blown.,1:50.586
,ذَلِكَ يَوْمُ الْوَعِيدِ,That is the Day of [carrying out] the threat.,1:52.800
50:21,وَجَاءَتْ كُلُّ نَفْسٍ مَّعَهَا,"And every soul will come, with it",1:57.626
,مَّعَهَا سَائِقٌ وَشَهِيدٌ,with it a driver and a witness.,2:03.973
50:22,لَّقَدْ كُنتَ فِى غَفْلَةٍ مِّنْ هَذَا,"[It will be said], ""You were certainly in unmindfulness of this,",2:10.975
,فَكَشَفْنَا عَنكَ غِطَاءَكَ,"and We have removed from you your cover,",2:16.760
,فَبَصَرُكَ الْيَوْمَ حَدِيدٌ,"so your sight, this Day, is sharp.""",2:24.293
,,,2:29.500
